Dates,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
24/07/2024,Mizoram,48,42.4,46.3,106.8,163.71,133.13,129.11,100.36,50.91,78.09,159.5,185.27,165.8,126.91,188,129.83,124.38,480.3,29.36,43.73,55.45,86.09
24/07/2024,Nagaland,43.31,42.88,49.88,99.42,169.3,123.71,124,98.13,52.06,73.21,200,135.69,164.4,144.19,173.33,162.5,79.2,319.5,17.88,40.13,58.06,81.88
24/07/2024,Odisha,38.93,37.1,39.62,85.19,163.33,120.93,112.15,82.59,44.75,52.57,186.67,141.92,115.6,127.18,116.58,95.42,51.04,275.79,25.88,33.65,40.69,63.27
24/07/2024,Puducherry,67,47,41,97,,142,121,92,50,48,199,146,142,,119,105,60,298,26,55,51,51
24/07/2024,Punjab,40.07,26.13,31.27,92.47,170.47,130.53,117,95.53,44.07,61.33,202.54,134.27,121.33,118.8,134.07,101.55,53.6,269.13,26.2,31.8,43.93,83.13
24/07/2024,Rajasthan,42,29.03,32.73,82.39,165.46,119.6,107.7,89.5,42.27,52.86,183.62,144.77,123.46,128.54,145.32,116.75,44.63,298.8,19.81,34.62,41,69.66
24/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131.5,161.75,,65.2,415.4,19.8,39.6,58,98
24/07/2024,Tamil Nadu,61.44,45.84,53.91,94.35,178.34,141.63,123.13,91.93,43.75,47.63,204.74,168.32,125.22,,114.28,93.44,56.47,287.24,24.28,50.16,46.34,57.16
24/07/2024,Telangana,55,42.2,45,84.8,166.4,131.9,117.7,92.9,41,65.4,160.2,162,119.33,148.5,114.6,97.1,55.2,302.5,20,36.67,43,55.89
24/07/2024,Tripura,37.5,,38.75,92.67,154.67,130,114.75,107,49.25,71.5,,136.75,122.67,115.75,139.75,99.75,69.75,217.75,10.5,37,48.5,71.75
24/07/2024,Uttar Pradesh,39.57,26.78,32.47,85.48,164.49,121.07,114.11,91.75,43.65,62.97,189.55,141.28,125.84,127.73,147.28,109.85,51.41,239.56,26.96,33.52,42.6,77.15
24/07/2024,Uttarakhand,37.75,26.75,33.5,87.75,166.75,123,122.5,100.33,43.75,61.75,154.75,138,129.75,131.5,151,119,57,265.5,27.75,35,48,73.5
24/07/2024,West Bengal,43.96,30.3,38.39,85.61,165.41,126.87,123,104.3,46.17,55.26,195.82,133.78,114.09,113.48,127,98.76,53.17,272.87,22.52,33.65,43.48,79
25/07/2024,Andaman and Nicobar,51.33,,68,101.67,185.67,160,139,101.67,54.33,73,233.5,172,165,,129.33,112,77.33,308.33,20.33,58.33,65,107.67
25/07/2024,Andhra Pradesh,54,43.2,47.4,87.6,174.25,133.5,125.2,99.8,42.8,58.6,168.4,163.2,108.4,142,113.4,92.6,57.8,274.4,21.25,41.2,43.8,60.4
25/07/2024,Arunachal pradesh,44,45,43.75,102.5,169.5,130.25,125,104.5,53.75,74.5,167,156.67,125,135.67,167,,82.5,310.67,19.5,39.25,52.5,83.5
25/07/2024,Assam,43.32,32.79,36.43,89.18,167.62,114.92,116.54,92.64,47.37,72.08,209.29,151.22,136.05,136.19,146.05,115.44,59.78,252.11,13.56,36.31,47.52,70.32
25/07/2024,Bihar,37.68,27.57,33.27,82.89,159.51,121.92,113.81,80.11,44.65,56.11,189.64,138.19,121.86,127.05,154.03,104.24,48.05,271.44,23.86,33.25,39.84,75.64
25/07/2024,Chandigarh,45,32,37,89,169,128,119,94,45,59,189,141,127,123,123,100,54,278,28,38,44,77
25/07/2024,Chhattisgarh,39.44,34.89,37.33,85.78,158.22,115.78,113.11,87.56,43.67,58.89,187.38,145.22,112.67,118.22,129.56,102.43,50.56,244.56,21.25,40.89,41.56,60.67
25/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,87
25/07/2024,DNH and DD,51.67,41.67,49,97,171.67,149.33,133.67,95.67,43.67,65.67,203,168,143.33,146,134.67,114,62.67,359,27.33,35.33,44.33,85.33
25/07/2024,Goa,53,49,46.5,98,180,151.5,137,97.5,44,58.5,216.5,161.5,145,148.5,117.5,98,60.5,329,25.5,47,47,65
25/07/2024,Gujarat,40.75,38.63,40.38,87,169.88,133.25,119.75,95.75,43.13,61.5,176.5,147.38,130.25,127.5,125.38,101.5,54.25,260.75,16.25,36.5,40.75,83.38
25/07/2024,Haryana,38,28.25,32.75,85.25,159.75,114.75,113.75,85.25,43.75,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,34,40,69.25
25/07/2024,Himachal Pradesh,40.75,22,33.92,91.83,178.75,138.17,117.25,91.42,46.42,52.75,218.5,167.25,139,130.8,139.5,115.5,50.17,270,27.75,37.75,50.5,70.08
25/07/2024,Jammu and Kashmir,48,31.75,38,93,178.8,128.67,121.33,100.5,49.5,52.17,,147,131.83,125.83,137.25,116.67,54.5,309.33,27.5,37,47.14,86.14
25/07/2024,Jharkhand,38.74,30.78,34.63,84.44,164.68,119.63,113.47,82.21,45.17,59.35,178.5,140.32,124.11,123.39,143.94,100.83,52.44,277.67,25.41,34.79,41.68,66.32
25/07/2024,Karnataka,57.13,43.06,45.31,89.38,169.03,137.63,123.42,101.52,42.84,51.97,176.44,157.44,119.22,131.74,117.53,95.72,52.31,254.5,19.23,41.94,43.47,54.31
25/07/2024,Kerala,50.43,45.21,46.64,95.57,175.8,145,131.3,101.82,43.71,54.21,220.8,164.67,144.21,129,118.14,100.15,61.36,232.33,15.14,51.29,44.5,64.07
25/07/2024,Madhya Pradesh,38.48,29.33,33.46,86.48,168.33,120.81,112.67,88.15,43.17,58.04,188.06,137.38,119.52,111.23,130.32,103.96,50.42,245.33,18.75,35.77,38.65,73.58
25/07/2024,Maharashtra,49.83,39.17,42.72,93.06,175.18,134.61,124.61,96.83,42.89,59.72,181.33,160.18,129.17,111.94,123.06,101.6,56.5,303.78,23.61,43.33,40.83,76.11
25/07/2024,Manipur,53,42,40,105,180,130,130,95,55,,,150,150,145,,140,80,220,25,40,50,60
25/07/2024,Meghalaya,46.4,38.9,37.4,97.33,175.83,132.8,122.9,89.8,49.5,73.7,,136.3,139.75,125.2,154,101.5,86.86,378.6,21.1,41.2,54.4,77.8
25/07/2024,Mizoram,48,42.4,46.3,106.8,164.43,132.25,129.11,100.36,50.91,78.09,159.5,185.27,165.8,126.91,188,129.83,124,480.3,29.36,43.73,55.73,85.82
25/07/2024,Nagaland,43.31,42.88,49.88,99.83,169.36,128.25,124,98.13,52.06,73.21,200,135.56,166.4,144.19,174,162.5,79,319.5,17.88,40.44,58.06,81.56
25/07/2024,Odisha,38.81,36.95,39.6,85.42,163.54,121.19,112,82.35,44.81,52.36,187.6,141.85,114.68,125,115.96,95.04,51.58,276.86,25.85,34.81,41.15,63.23
25/07/2024,Puducherry,67,47,41,97,,142,121,92,50,48,199,146,142,,119,105,60,298,26,55,51,51
25/07/2024,Punjab,40.07,25.93,31.33,92.73,170.53,131.13,117.87,96,44,61.27,202.92,133,121.67,118.8,133.71,101.73,53,270.2,26.27,31.93,43.33,82.4
25/07/2024,Rajasthan,41.66,29.06,32.66,82.58,165.52,118.63,107.06,89.41,42.39,53.04,183.89,143.35,122.97,127.67,144.72,111.43,44.9,291.14,19.58,34.03,40.55,69.27
25/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131.5,161.75,,65.2,415.4,19.8,39.6,58,98
25/07/2024,Tamil Nadu,61.91,45.87,54.25,93.9,177.58,141.13,123.34,91.29,43.78,47.59,203.75,169.62,125.13,,114.16,93.47,56.63,287.24,24.45,50.06,46.28,52.5
25/07/2024,Telangana,55.1,42.1,44.8,84.9,166.7,132.1,117.2,93.1,41.3,65.3,160.2,162,119.33,148.5,114.3,96.8,55.9,302.7,20,36.6,42.9,56.5
25/07/2024,Tripura,37.5,,38.75,92.67,154.67,130,114.75,107,49.25,71.5,,136.75,122.67,115.75,139.75,99.75,69.75,217.75,10.5,37,48.75,71.75
25/07/2024,Uttar Pradesh,39.62,26.73,32.39,85.88,164.9,121.45,113.93,91.62,43.57,63.01,189.1,140.77,125.8,127.05,146.88,109.66,51.54,239.58,26.92,33.42,42.26,75.78
25/07/2024,Uttarakhand,37.33,27.33,33.33,88,168.67,124.33,123,95.33,44,60.67,152,136.33,130.67,134,153,147,57,279,27.67,35,47.67,71.67
25/07/2024,West Bengal,43.91,30.2,38.3,85.78,165.38,126.61,122.24,103.96,46,55.13,191.9,133.35,113.48,113.22,126.65,98.81,53.35,272.22,22.48,33.91,43.04,78
26/07/2024,Andaman and Nicobar,51,,68,101,183,158,138.33,101.67,54.33,73,233.5,171.33,165,,129.67,111.33,77,308.33,20.33,58.33,65.67,114
26/07/2024,Andhra Pradesh,53.2,42,46,89.2,173,132.6,124.6,97,43.6,58.6,168,160,110.2,142,112.4,90.6,58.6,274,22.6,40,43.8,49.6
26/07/2024,Arunachal pradesh,44,45,43.75,102.5,170,130.25,125,104.5,55,74.67,143.5,170.33,149.33,138.67,161,,84,309,20,36.67,51.33,79.67
26/07/2024,Assam,42.85,33.07,36.56,89.59,167.54,114.83,117.07,92.78,47.41,72.28,212.17,150.41,135.19,136.78,146.5,113.11,60.26,252.52,13.48,37.04,47.26,71.92
26/07/2024,Bihar,37.76,27.49,33.14,82.62,159.32,122,113.46,79.92,44.53,56,187.87,138.83,121.94,127.36,153.52,105.43,47.94,273.89,23.17,33.7,40.12,75.66
26/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,277,28,38,44,77
26/07/2024,Chhattisgarh,38.75,35,37.38,84.63,157.75,117.13,113.38,86.38,43.88,56.88,189.71,143.5,114.5,119.5,130.75,101.33,50,247.63,20.43,41.25,41.88,63.5
26/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,83
26/07/2024,DNH and DD,51,42.33,47.33,97,171,150,133.67,95.67,43.67,65.67,202.67,167.33,143.33,146,134.67,114.33,62.67,359,27.33,35.33,42,81.33
26/07/2024,Goa,53,49,46.5,98,184,151.5,137,97.5,44,58.5,216.5,161.5,145,149.5,118.5,98,60.5,329,25.5,47,47,64
26/07/2024,Gujarat,40.88,38.63,40.25,87,169.75,133.25,119.75,96.13,42.88,61.5,176.63,147.38,130.25,127.63,125.38,101.5,54.38,260.75,16.25,36.5,40.63,79.57
26/07/2024,Haryana,37.75,27.75,32.5,84.5,158.25,113.5,111.5,83.75,43.75,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,34,40,69.25
26/07/2024,Himachal Pradesh,40.75,22,33.75,91.83,179.08,139,117.33,91.17,46.42,52.75,218.5,167.08,138.5,130.7,139.5,115.5,50.17,270.17,27.67,37.75,49.92,67.42
26/07/2024,Jammu and Kashmir,47.14,30.4,38.43,92.43,175,129,122.14,100.71,49.57,52.17,,147,132.33,125.83,137.25,116.67,55.43,312.71,27.57,37.29,48.71,82
26/07/2024,Jharkhand,38.63,30.78,34.68,84.28,164.63,119.53,113.37,82.42,45.17,59.35,178.43,140.32,124,123.44,143.88,100.56,52.28,277.61,24.61,34.84,41.47,66.21
26/07/2024,Karnataka,56.14,42.87,44.57,90.1,166,136.26,122.17,100.63,42.93,52.31,177.48,156.85,117.96,133.27,117.08,94.68,51.96,251.71,19.3,42.1,43.59,53.41
26/07/2024,Kerala,50.5,44.58,46.64,96.67,186.5,154.5,135.33,106.17,43.64,54.21,211.5,164.17,142.33,129,117.67,99.17,62.46,234.11,15.15,51.36,44.43,58.64
26/07/2024,Madhya Pradesh,38.35,29.42,33.52,86.71,168.42,121.17,112.98,88.38,43.19,57.92,188.17,137.58,119.67,111.31,130.3,103.88,50.38,244.54,18.73,35.6,38.67,71.19
26/07/2024,Maharashtra,49.42,39.47,43.11,93.58,175.11,134.21,125.05,96.58,43.11,60.21,181.79,159.56,128.74,112.42,122.63,102.25,55.84,304.84,23.84,42.74,40.84,75.53
26/07/2024,Manipur,53,42,40,105,180,130,130,95,55,,,,,,,,80,220,25,40,50,60
26/07/2024,Meghalaya,46.3,38.9,37.3,97,175.83,132.8,122.7,89.6,49.5,73.8,,136.3,139.25,125.5,154,101.5,86.43,377.9,21.1,41.5,54.3,74.6
26/07/2024,Mizoram,48,42.4,46.3,104.78,165.5,126.14,129.11,100.36,50.91,78.09,159.5,182.33,164.67,126.91,188,129.83,125.63,480.3,29.36,43.73,55.73,85.82
26/07/2024,Nagaland,42.87,42.88,48.53,101.3,169.3,127.63,125,98,52.2,73.15,200,133.93,158,142.47,175,162.5,79,321.77,18.07,41,58,80.4
26/07/2024,Odisha,38.59,37.85,39.54,84.78,162.7,120.48,111.81,81.85,44.58,52.2,187.5,143.59,115.15,126.67,116.33,95.22,51.65,279.95,25.73,36.15,40.59,59.41
26/07/2024,Puducherry,67,47,41,97,,142,121,92,50,48,199,146,142,,119,105,60,298,26,55,51,51
26/07/2024,Punjab,40.46,26.08,31.23,92.15,169.38,131.54,117.85,95.62,44,60.54,205.4,133.77,121.85,119.77,133.27,101.56,53.15,270.38,26.69,31.69,43.77,80.38
26/07/2024,Rajasthan,41.81,29.61,33.23,82.77,165.65,118.13,107.32,89.81,42.23,53.07,182.08,144.52,123.39,127.21,144.52,112.71,44.93,293.6,19.6,34.83,40.97,73.29
26/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,158,121.5,131.5,161.75,,65.2,415.4,19.8,39.6,58,96
26/07/2024,Tamil Nadu,61.09,45.75,54.53,94.44,177.25,142.26,123.03,91.2,43.76,47.41,204.66,167.52,124.58,,114.42,93.59,56.26,286.5,24.15,49.91,46.41,46.71
26/07/2024,Telangana,55.3,42.8,45,86,168.2,133.2,117.9,93.6,41.3,65.3,160.4,161.8,119.67,149,114.4,97.1,55.9,297.1,20,36.7,42.5,56
26/07/2024,Tripura,37.5,,38.75,92.67,154.67,130,114.75,107,49.25,71.5,,136.75,122.67,115.75,139.75,99.75,69.75,217.75,10.5,36.25,49,70
26/07/2024,Uttar Pradesh,39.67,26.8,32.57,86.12,164.57,121,114.11,91.55,43.68,62.88,189.81,141.03,125.66,127.55,146.77,110.01,51.39,239.49,26.93,33.42,42.07,75.07
26/07/2024,Uttarakhand,37.75,26.75,33.5,87.75,166.75,123,122.5,96.5,44,61.75,154.75,138,129.75,131.5,151,119,56.75,266,28,35.5,48,72.5
26/07/2024,West Bengal,44.18,30.2,38.41,86.5,166.73,127.59,121.1,104.14,46.27,55.77,197.3,134.5,112.36,113,126.59,98.21,53.73,273,22.27,32.91,42.27,77.14
27/07/2024,Andaman and Nicobar,51,,68,101,181.67,158,137.33,99.33,54,73,233.5,171,165,,129.33,111,76.33,308.33,20,58.33,65,117.33
27/07/2024,Andhra Pradesh,54,39.5,41.75,88.25,171.75,129,123.25,94.25,42.5,56.25,163,155.25,108,123,112.5,90,56.25,266.25,21.75,37.5,41.5,29
27/07/2024,Arunachal pradesh,44,45,43.75,102.5,169.5,130.25,125,104.5,53.75,74.5,167,156.5,122.67,136.5,166.33,,83,312.33,19.5,39.25,52.5,84.75
27/07/2024,Assam,42.77,32.88,36.95,89.91,167.71,115.61,117.27,93.23,47.45,73,214.75,149.91,134.5,132.14,147.65,109.67,60.23,259.82,13.95,37.19,47.32,74.2
27/07/2024,Bihar,37.5,27.53,33.26,83.12,160.12,121.91,113.47,80.21,44.59,56.09,190.57,139.47,123.32,128.06,153.89,105.93,48.26,271.82,23.38,33.52,39.47,74.38
27/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,77
27/07/2024,Chhattisgarh,38.13,35,37.38,84.63,157.75,117.13,113.38,86.38,43.88,56.88,189.71,143.5,114.5,119.5,130.75,101.33,50,247.63,20.43,41.25,41.75,60.88
27/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,58,245,26,40,50,77
27/07/2024,DNH and DD,51.67,41.67,47.67,97,171.67,148.67,133.67,95.67,43.67,65.67,202.67,167.33,143.33,146,134.67,114.33,62.67,285,27.33,35.33,41.67,78.67
27/07/2024,Gujarat,40.2,40.6,42.2,87.6,169,134.6,119.6,95.4,43,62.6,175.2,146.2,127.2,126.75,127.4,104,53.4,255.6,13.25,35.4,40.8,81.4
27/07/2024,Haryana,35.5,28,30.5,83.5,160.5,114.5,112,80,43.5,57.5,205.5,141.5,116.5,124,134,98.5,52,236,22.5,34.5,39.5,81.5
27/07/2024,Himachal Pradesh,40.92,22,33.83,91.75,179.17,139.08,117.25,91.25,46.42,52.75,218.75,167.42,138.67,130.7,139.5,115.5,50.17,270.17,27.67,37.42,50,66.75
27/07/2024,Jammu and Kashmir,47.14,30.4,38.43,92.71,175.5,128.71,123.86,100.71,49.57,52.17,,147,132.14,127.71,138.5,116.67,55.57,312.29,27.57,38,47.29,79.14
27/07/2024,Jharkhand,39.44,30.88,34.67,84.24,164.89,119.33,113.67,82.72,45.29,59.25,178.43,139.78,123.83,122.59,143.27,100,52.76,281.47,24.53,34.61,41.78,65.44
27/07/2024,Karnataka,56.77,43.03,44.2,91.18,168.66,138.1,122.78,100.12,42.97,51.4,176.09,158.25,117.8,132.89,116.59,94.79,51.8,248.79,19.07,42.1,43.33,51.53
27/07/2024,Kerala,50.91,44.5,46.67,95.33,177,145,133,105.33,43.67,53.5,223,163,135.17,129,118.67,100.22,61.55,231.75,15,51.92,44.33,57
27/07/2024,Madhya Pradesh,38.6,29.36,33.47,87.31,168.38,121.18,113.24,88.29,43.27,58.07,188.29,137.49,119.73,111.02,131.14,103.95,50.49,244.42,18.89,35.51,38.73,69.36
27/07/2024,Maharashtra,47.71,39.53,43.16,93.68,175.32,134.32,125.21,96.84,43.05,60.21,181.84,157.06,128.58,112.37,122.58,102.13,55.84,304.84,23.84,42.84,40.68,74.58
27/07/2024,Meghalaya,45.88,38.63,37.13,96.75,173.75,131.75,123.13,89.5,49.5,74.25,,131.63,139.75,121.88,176,,74,356.13,22.25,39.88,54.88,64.5
27/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,,,30,60,80,73
27/07/2024,Nagaland,43.31,42.88,49.88,101.64,169.36,127.22,124.67,97.81,51.56,73.21,200,137.27,166.4,144.81,176.67,162.5,79,319.5,17.88,41.25,58.44,80.5
27/07/2024,Odisha,40,36.18,39.08,87,164.33,123.33,112.33,81.83,45.25,52.75,176.67,140.17,110.27,124.5,113.25,93.58,53.25,287.33,26.58,37,39.58,58.58
27/07/2024,Puducherry,67,47,41,97,,142,121,92,50,48,199,146,142,,119,105,60,298,26,56,51,52
27/07/2024,Punjab,40.42,26,31.25,92.33,169.08,132.08,118,94.5,44,60,206.11,134.58,122.42,120.42,132.6,101.75,53.17,268.83,26.75,31.58,44.08,79.17
27/07/2024,Rajasthan,40.38,28.63,32.13,79.33,171.57,114.17,107.71,88.43,41.88,52.38,177.33,148,127.67,121.14,138,97,46,292.83,18.43,38.13,39.88,84
27/07/2024,Sikkim,51.75,37.5,38.5,90,160,141,125,101.25,50.5,63,,159.33,118.67,131.33,145.67,,66.5,399.25,19.75,40.75,57.5,95
27/07/2024,Tamil Nadu,61.47,44.38,55.58,93.6,178.33,141.44,122.21,91.44,43.95,48.25,205.61,165.56,124.38,,114.32,93.7,55.95,287,24.85,49.7,46.3,43.2
27/07/2024,Telangana,55,41,45.33,85.33,167.89,131.67,117.89,92.33,41,63.11,157,160.22,114.75,138.8,113.78,97.67,55.56,295.78,19.44,37.56,43.44,53.11
27/07/2024,Tripura,37.5,,38.75,92.67,155.67,130,114.75,107,49.25,71.5,,137.25,122.67,115.75,139.75,99.75,69.75,217.75,10.5,36.25,49,70
27/07/2024,Uttar Pradesh,39.66,26.74,32.53,86.03,164.37,120.74,113.99,91.45,43.64,62.82,189.03,140.74,125.72,127.15,146.64,109.71,51.41,239.2,26.96,33.27,42.05,72.84
27/07/2024,Uttarakhand,38.33,24.33,35,88,166.33,117.33,117,100.33,43.67,63,157.67,137.33,124,128.67,152.67,91,58.33,268.33,27.67,33.33,48,68.67
27/07/2024,West Bengal,43.5,29.78,38.22,83.82,163.41,124.67,121.83,103.5,46,55.17,192.2,134.22,112.39,112.88,126.06,99.76,52.89,266.06,21.94,31.94,42.89,75.39
28/07/2024,Andhra Pradesh,54,39,40.75,88.25,171.75,129,123.25,94.25,42.5,56.25,163,155.25,108,123,112.5,90,56.25,266.25,21.75,41,43.75,39.25
28/07/2024,Arunachal pradesh,44,45,43.75,102.5,169.5,130.25,125,104.5,53.75,74.5,167,156.5,122.67,136.5,166.33,,83,312.33,19.5,39.25,52.5,84.25
28/07/2024,Assam,42,33.67,37.11,90.67,168.28,114.8,118.56,93.06,47.28,72.83,233,149.33,133.92,131.28,145,106.6,61.44,255.28,14.39,37.44,47.44,78.47
28/07/2024,Bihar,36.76,27.81,32.81,83.52,161.24,124.05,113.67,79.38,44.95,56.43,179.13,137.05,118.05,123.81,153.17,103.11,48.33,269.24,21.86,32.95,40,74.57
28/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,77
28/07/2024,Chhattisgarh,40.4,37.2,38.2,85.2,161.2,116.2,114.2,83,43.8,61.4,192.5,145.4,116.8,119,134,99.6,52.4,254.6,23.75,41,42.4,58.6
28/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,58,245,26,40,50,77
28/07/2024,DNH and DD,51.67,41.67,47.67,97,171.67,148.67,133.67,95.67,43.67,65.67,202.67,167.33,143.33,146,134.67,114.33,62.67,285,27.33,35.33,41.67,75.33
28/07/2024,Gujarat,41.5,42,45.5,89.5,169,134.5,117.5,99,42.5,62.5,173,145,126,120,126.5,107,51.5,270,15.5,37.5,42.5,81.5
28/07/2024,Haryana,37,27.67,30.33,83,161,114.67,109.67,80,43.33,61.33,198,133.33,114.67,117,126.33,95.33,51.33,234.67,23.33,33.67,40,74
28/07/2024,Himachal Pradesh,40.92,22,33.83,91.75,179.17,139.08,117.25,91.25,46.5,52.75,218.75,167.42,138.83,130.7,139.5,115.5,50.17,270.42,27.67,37.58,50.08,67
28/07/2024,Jammu and Kashmir,40.5,34,40,89,162,130,122.5,105,52.5,50.5,,143.5,130,126,143.5,132,54,297,28,38.5,50.5,87.5
28/07/2024,Jharkhand,39.9,31.8,34.3,83.44,165.1,114.9,113.4,84.5,45.78,59.5,198.75,140,125.5,124.33,143.5,103.78,54.67,304.67,22.78,34.7,42.9,65.8
28/07/2024,Karnataka,56.43,42.82,43.96,91.56,167.69,137.15,121.96,100.15,43.14,51.36,177.25,157.31,118.48,131.84,114.27,94.44,52.29,244.46,18.5,42.61,43.14,50.29
28/07/2024,Madhya Pradesh,38.92,29.51,33.56,87.49,168.27,121.29,113.27,88.61,43.23,58.02,188.8,137.41,119.66,110.66,130,103.9,50.77,242.57,18.48,35.15,38.68,64.8
28/07/2024,Maharashtra,47.76,39.53,43.16,93.74,175.37,134.26,125.42,96.68,43.11,60.21,181.95,157.12,128.53,112.53,122.63,102.06,55.84,304.89,23.95,42.79,40.95,74.37
28/07/2024,Meghalaya,44,39.5,36.5,97.5,167.5,125,122.5,87.5,48.5,74.5,,145,137,118.5,,,61.5,358.5,30,39,56.5,56.5
28/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,,,30,60,80,73
28/07/2024,Odisha,40.2,36.44,38.6,87,163.9,123.2,111.6,81.8,45,52.9,185,140.3,111.56,118,113.7,94.1,53.7,294.75,26.5,36.6,40,56.9
28/07/2024,Puducherry,67,47,41,97,,142,121,92,50,48,199,146,142,,119,105,60,298,26,55,51,51
28/07/2024,Punjab,40.5,26.1,31.3,92.4,170.3,131.7,118.2,94.7,44,60.8,205.5,134.2,121.2,119.9,132.33,102.43,52.5,269.5,26.7,31.5,44.4,79.5
28/07/2024,Rajasthan,42.5,28.83,33.33,84.75,174,122.75,112.6,91.83,42.33,54.83,176,137,123.2,122.33,140.6,97,47.17,313.6,19.2,34.5,39.17,79.83
28/07/2024,Sikkim,57,40,40,90,,,120,100,50,65,,160,120,120,140,,70,350,22,40,60,100
28/07/2024,Tamil Nadu,60.94,44.18,53.89,94.21,178.67,141.89,122.44,89.76,43.89,47,202.47,166.36,124.38,,114.37,93.16,56.47,285.83,24.53,50.28,45.56,40.5
28/07/2024,Telangana,55,43.5,48,85.5,166,132,115.5,92.5,40.5,60,149.5,144,96,104,108,91.5,51,287,22.5,38.5,44.5,56
28/07/2024,Uttar Pradesh,39.95,26.68,32.41,86.56,164.68,121.43,113.37,91.52,43.7,62.87,190.53,140.62,125.06,126.76,145.69,110.34,51.86,236.41,27,33.27,41.76,72
28/07/2024,West Bengal,42.31,30.33,37.92,86.69,166.46,124.15,123.92,103.54,45.92,55.31,192.33,134,113.85,113.23,124.31,98.83,53.54,253.77,21.92,31.46,43.38,68
29/07/2024,Andaman and Nicobar,51,,68,101,181.67,158,137.33,99.33,54.33,73,233.5,171,165,,129.33,111,75.67,308.33,20,58.33,65,117.33
29/07/2024,Andhra Pradesh,53,40.4,43,88.8,171.8,131.6,123.6,93.4,43.2,58.6,163,160,108.2,123,112.8,90.8,57.8,272.4,21.75,41,44,39
29/07/2024,Arunachal pradesh,44,45,43.75,102.5,170,130.25,125,104.5,53.75,74.5,167,156.5,122.67,136.5,166.33,,83,312.33,19.5,39.5,53.75,85.5
29/07/2024,Assam,43.44,32.77,36.44,89.15,167.24,114,116.78,93.22,47.41,72.04,210,151.3,136.95,135.16,146,115.72,59.93,253.33,13.62,36.96,47.52,69.13
29/07/2024,Bihar,37.5,27.69,33.25,83.14,160.53,122.03,113.56,80,44.61,56.17,188.13,139,122.64,127.72,151.48,105.82,48.08,268.64,23.11,33.56,39.39,73.76
29/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,77
29/07/2024,Chhattisgarh,38.44,34.67,37.67,85.22,158,116.33,113,87.78,43.67,58.89,187.25,145.33,112.89,118.44,129.56,102.57,50.56,244.56,21.38,41.78,41.56,55.89
29/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,58,245,26,38,47,73
29/07/2024,DNH and DD,51.67,41.67,47.67,97,171.33,148.67,133.67,95.67,43.67,65.67,202.67,166,143.33,139.33,134.67,114.33,62.67,260,27.33,33.33,40,68.67
29/07/2024,Goa,53,49,46.5,98,184,151.5,133.5,97.5,44,58.5,216.5,161.5,145,149.5,118.5,98,60.5,329,25.5,47,47,56.5
29/07/2024,Gujarat,41.25,38.5,40.13,87.13,170.63,133.25,119.38,96.13,43.13,61.5,177.5,147.38,131.25,127.5,125.38,101.25,53.75,260.38,15.25,36.88,40,78.88
29/07/2024,Haryana,37.75,27.5,33,84.25,158,113.25,112.25,82.5,43.5,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,33.75,40,66.25
29/07/2024,Himachal Pradesh,40.92,22,33.83,91.67,179.58,139,117.17,91.25,46.33,52.75,218.75,167.42,139.08,130.6,140.5,115.5,50.33,270.42,27.67,37.67,49.83,65.25
29/07/2024,Jammu and Kashmir,48.33,30.4,37.33,92,172,130.5,122.5,101.67,50.17,55.33,,151.17,131.17,127.5,141.8,120,56.5,305.33,27.67,37.5,48.5,78.67
