DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
25/06/2024,Chhattisgarh,40.33,38.17,40,95.5,163,118.33,114.83,94,43.83,54.5,197.17,156.33,131,134.83,143.33,116.83,47.83,311.67,21.5,34.67,40.5,56
25/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,139,104,58,243,26,32,50,37
25/06/2024,DNH and DD,49.33,41.33,47.33,91.67,177,149,131,95.33,43.67,65,192,153.33,134.67,135,127.33,107.67,63.67,350,27.33,35.67,39.67,70.33
25/06/2024,Goa,52.5,48,46.5,95.5,188.5,154,134,97,44,57.5,219,161,143,154,117.5,98,60.5,329,24.5,42,44,65
25/06/2024,Gujarat,43.13,38,39.88,88.25,171.13,127.63,119.13,93.38,43.43,60.86,177,143.25,127.25,128.5,124.88,104.88,56.86,256.86,17.43,32.63,38.5,47.25
25/06/2024,Haryana,42,30,33,79.33,137,107.67,106.67,90.33,45.67,61.67,177.67,142.33,124.33,119.67,145.67,97,49.33,220.67,24,24.33,40,29.33
25/06/2024,Himachal Pradesh,41.08,22,33.17,90.25,170,135.5,117.17,89.83,47.08,52.17,219.75,163.08,138.42,129.5,143.5,118,48.67,270.75,27.5,33.17,45.33,35.17
25/06/2024,Jammu and Kashmir,45.86,32.33,37.43,97.14,150.86,126.86,124.71,102.43,50.71,50.57,,153.14,136.71,132.71,145.33,125.25,53.43,319,27.5,31.86,38.71,39.86
25/06/2024,Jharkhand,40.06,31.76,35.44,85.61,160.17,120.89,113.67,83,45.71,58.94,176.42,141.11,127.5,126.12,149.86,104.76,50.35,278.06,24.88,29.33,35.67,47.47
25/06/2024,Karnataka,59.94,43.59,47.72,94.66,169.72,142.41,127.16,107.38,42.94,51,180.39,162.58,121.29,135.6,121.06,97.52,52.68,286.9,20.56,38.66,39.94,60.78
25/06/2024,Kerala,50.31,44.77,45.69,103.25,190,150.73,136.45,114.08,44.29,54.21,220.17,162.25,145.07,129,118.21,99.83,62.5,234.07,14.92,50,42.86,76.21
25/06/2024,Madhya Pradesh,40.8,29.09,34.35,85.72,165.13,119.57,115.39,92.04,43.58,57.82,189.41,136.3,121.09,113.07,135.86,111.63,48.49,254.24,19.39,29.87,34.04,43.18
25/06/2024,Maharashtra,53.26,38.95,43,92.16,178.63,136.68,127.42,97.16,43,59.84,183,159.33,129.74,112.42,122.53,103.13,55.47,302.26,23.63,40.11,39.74,65.53
25/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
25/06/2024,Meghalaya,46.2,38.4,36.7,94.67,164.29,132,121,89.8,49.4,73.6,,135,138,125.7,172,126,73.83,374.2,21.3,35.9,45.8,55.7
25/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,126.82,190.25,130.83,121.71,477.78,29.18,43.45,54.36,78.91
25/06/2024,Nagaland,41.75,42.88,48,102.5,131.08,133.13,121.67,97.69,50.06,73.29,200,138.88,166,150.19,195,142.5,84,322.67,17.88,33.38,56.56,69.69
25/06/2024,Odisha,38.7,37.47,39.55,85.26,165.35,124.74,111.61,81.52,44.91,52.3,182.6,141.7,113.09,127.33,114.35,95,51.04,276.5,25.74,32.22,39,61.74
25/06/2024,Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142,,110,100,48,298,26,45,40,31
25/06/2024,Punjab,39.93,25.2,31.33,91.13,160.53,128.6,118.27,98.13,44.67,60.93,200.69,129.8,122.47,117.6,135.23,102.36,54.53,281.33,26.33,29.33,42.07,33.27
25/06/2024,Rajasthan,41.75,29.21,32.75,78.13,131.33,112,105.29,89.75,42.5,51.42,182.52,146.71,122.68,132.75,159,110.33,44.96,294.23,20.48,26.83,36.7,38.74
25/06/2024,Sikkim,52,35.2,38.4,86,136.25,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,380.75,18.8,36.6,55,67.4
25/06/2024,Tamil Nadu,61.91,45.03,54.97,94.41,182.59,144.88,125.41,94.41,44.16,47.31,205.59,174.83,126.81,,113.53,94,56.28,313.39,24.5,48.25,46.66,70.38
25/06/2024,Telangana,53.8,42.2,45.9,80.44,166.3,130,119.6,93.1,41.4,65.2,162.4,163.8,121.3,149.83,115.4,98,56.3,304.6,20.1,35.4,44.7,67.4
25/06/2024,Tripura,38.5,,39,87.33,146.67,128,111.25,103.5,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,52.75
25/06/2024,Uttar Pradesh,38.97,26.42,32.69,84.53,159.35,121.7,115.3,93.84,43.84,62.84,189.89,140.41,127.68,130.15,152.52,110.23,49.82,238.86,26.7,28.23,37.59,37.16
25/06/2024,Uttarakhand,37.75,26.5,34,90.5,145.5,115.5,113.5,99.5,42.75,60.5,154.5,139,130.25,131.75,147.25,116.5,56.75,264,28,30.75,36.25,29.25
25/06/2024,West Bengal,44.67,30.67,37.81,85.1,156.05,123.7,131.43,106.81,46.14,54.9,196.64,132.48,115.33,113.57,127.48,99.75,52,271.24,21.65,29.81,39.1,55.67
26/06/2024,Andaman and Nicobar,48.67,,68,96.33,174.33,156.67,135.33,100,54,73,232.5,172.33,164.33,,128.33,114.33,77,314.67,20.67,62.5,55,105
26/06/2024,Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167,111.2,148.67,111.4,90.2,58.6,317,21.8,35.4,40.6,54.6
26/06/2024,Arunachal pradesh,46,45,44.25,101.75,156.75,131,122.5,105,53.33,76,143.5,157.67,161,139.33,181,,75,298.5,18.33,38,46.67,66.67
26/06/2024,Assam,43.27,32.77,36.5,89.23,160.31,114.23,115.38,92.81,47.46,71.4,210.33,150.46,136.75,137.36,147.4,115.39,59.35,257.15,13.52,31.88,41.85,50.44
26/06/2024,Bihar,38.28,27.22,33.08,81.94,153.75,120.94,114.61,80.11,44.33,55.92,182.44,134.94,122.56,125.89,159.66,102.57,47.67,281.92,23.25,24.42,32.86,33.75
26/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,27,40,40
26/06/2024,Chhattisgarh,40.33,38.17,40,95.5,163,118.33,114.83,94,43.83,54.5,197.17,156.33,131,134.83,143.33,116.83,47.83,311.67,21.5,34.67,40.5,56
26/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,139,104,58,243,26,32,50,37
26/06/2024,DNH and DD,49.33,41.33,47.33,91.67,177,149,131,95.33,43.67,65,192,153.33,134.67,135,127.33,107.67,63.67,350,27.33,35.67,39.67,70.33
26/06/2024,Goa,52.5,48,46.5,95.5,188.5,154,134,97,44,57.5,219,161,143,154,117.5,98,60.5,329,24.5,42,44,65
26/06/2024,Gujarat,43.13,38,39.88,88.25,171.13,127.63,119.13,93.38,43.43,60.86,177,143.25,127.25,128.5,124.88,104.88,56.86,256.86,17.43,32.63,38.5,47.25
26/06/2024,Haryana,42,30,33,79.33,137,107.67,106.67,90.33,45.67,61.67,177.67,142.33,124.33,119.67,145.67,97,49.33,220.67,24,24.33,40,29.33
26/06/2024,Himachal Pradesh,41.08,22,33.17,90.25,170,135.5,117.17,89.83,47.08,52.17,219.75,163.08,138.42,129.5,143.5,118,48.67,270.75,27.5,33.17,45.33,35.17
26/06/2024,Jammu and Kashmir,45.86,32.33,37.43,97.14,150.86,126.86,124.71,102.43,50.71,50.57,,153.14,136.71,132.71,145.33,125.25,53.43,319,27.5,31.86,38.71,39.86
26/06/2024,Jharkhand,40.06,31.76,35.44,85.61,160.17,120.89,113.67,83,45.71,58.94,176.42,141.11,127.5,126.12,149.86,104.76,50.35,278.06,24.88,29.33,35.67,47.47
26/06/2024,Karnataka,59.94,43.59,47.72,94.66,169.72,142.41,127.16,107.38,42.94,51,180.39,162.58,121.29,135.6,121.06,97.52,52.68,286.9,20.56,38.66,39.94,60.78
26/06/2024,Kerala,50.31,44.77,45.69,103.25,190,150.73,136.45,114.08,44.29,54.21,220.17,162.25,145.07,129,118.21,99.83,62.5,234.07,14.92,50,42.86,76.21
26/06/2024,Madhya Pradesh,40.8,29.09,34.35,85.72,165.13,119.57,115.39,92.04,43.58,57.82,189.41,136.3,121.09,113.07,135.86,111.63,48.49,254.24,19.39,29.87,34.04,43.18
26/06/2024,Maharashtra,53.26,38.95,43,92.16,178.63,136.68,127.42,97.16,43,59.84,183,159.33,129.74,112.42,122.53,103.13,55.47,302.26,23.63,40.11,39.74,65.53
26/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
26/06/2024,Meghalaya,46.2,38.4,36.7,94.67,164.29,132,121,89.8,49.4,73.6,,135,138,125.7,172,126,73.83,374.2,21.3,35.9,45.8,55.7
26/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,126.82,190.25,130.83,121.71,477.78,29.18,43.45,54.36,78.91
26/06/2024,Nagaland,41.75,42.88,48,102.5,131.08,133.13,121.67,97.69,50.06,73.29,200,138.88,166,150.19,195,142.5,84,322.67,17.88,33.38,56.56,69.69
26/06/2024,Odisha,38.7,37.47,39.55,85.26,165.35,124.74,111.61,81.52,44.91,52.3,182.6,141.7,113.09,127.33,114.35,95,51.04,276.5,25.74,32.22,39,61.74
26/06/2024,Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142,,110,100,48,298,26,45,40,31
26/06/2024,Punjab,39.93,25.2,31.33,91.13,160.53,128.6,118.27,98.13,44.67,60.93,200.69,129.8,122.47,117.6,135.23,102.36,54.53,281.33,26.33,29.33,42.07,33.27
26/06/2024,Rajasthan,41.75,29.21,32.75,78.13,131.33,112,105.29,89.75,42.5,51.42,182.52,146.71,122.68,132.75,159,110.33,44.96,294.23,20.48,26.83,36.7,38.74
26/06/2024,Sikkim,52,35.2,38.4,86,136.25,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,380.75,18.8,36.6,55,67.4
26/06/2024,Tamil Nadu,61.91,45.03,54.97,94.41,182.59,144.88,125.41,94.41,44.16,47.31,205.59,174.83,126.81,,113.53,94,56.28,313.39,24.5,48.25,46.66,70.38
26/06/2024,Telangana,53.8,42.2,45.9,80.44,166.3,130,119.6,93.1,41.4,65.2,162.4,163.8,121.3,149.83,115.4,98,56.3,304.6,20.1,35.4,44.7,67.4
26/06/2024,Tripura,38.5,,39,87.33,146.67,128,111.25,103.5,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,52.75
26/06/2024,Uttar Pradesh,38.97,26.42,32.69,84.53,159.35,121.7,115.3,93.84,43.84,62.84,189.89,140.41,127.68,130.15,152.52,110.23,49.82,238.86,26.7,28.23,37.59,37.16
26/06/2024,Uttarakhand,37.75,26.5,34,90.5,145.5,115.5,113.5,99.5,42.75,60.5,154.5,139,130.25,131.75,147.25,116.5,56.75,264,28,30.75,36.25,29.25
26/06/2024,West Bengal,44.67,30.67,37.81,85.1,156.05,123.7,131.43,106.81,46.14,54.9,196.64,132.48,115.33,113.57,127.48,99.75,52,271.24,21.65,29.81,39.1,55.67
27/06/2024,Andaman and Nicobar,48.67,,68,95,172.67,155,136.67,100.33,55.67,73.67,232.5,175,164.33,,128.67,114,78.33,308.67,21.33,61.67,56.67,109
27/06/2024,Andhra Pradesh,60.6,43.8,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167,111.2,147.33,111.4,90.2,58.6,317,21.8,37,41,56.4
27/06/2024,Arunachal pradesh,46,45,44.25,101.75,157.75,131,122.5,105,53.33,76,143.5,157.67,165,139.33,181,,76,298.5,18.33,38.33,46.67,66.67
27/06/2024,Assam,42.93,32.87,36.39,89.43,161.43,115.5,116.11,92.46,47.39,71.54,209.29,151.18,136.05,137.07,147.09,114.95,59.5,252.57,13.39,31.86,42.39,53.96
27/06/2024,Bihar,38.14,27.3,33.27,82,154.54,120.65,114.75,80.27,44.36,56.03,183.87,136.46,122.84,126.41,157.79,104.07,47.42,285.31,23.47,24.89,34.33,37.33
27/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,28,40,43
27/06/2024,Chhattisgarh,40.25,37,38.88,93,159.63,115.25,114.5,92.5,43.25,59.63,194.5,154.75,124.13,131.5,143.63,115,47.75,286.38,23.13,34.63,40.63,56.13
27/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
27/06/2024,DNH and DD,49,41.33,47.33,91.33,177,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,35.67,39,68
27/06/2024,Goa,52.5,48,46.5,95.5,188.5,154,134,97,44,57.5,220,161,143,154,117.5,98,60.5,329,24.5,42,44,62.5
27/06/2024,Gujarat,43.13,38,39.88,88.25,171.13,127.63,119.13,93.38,43.13,61.5,177,143.25,127.25,128.88,125,104.75,56,251.5,16.38,33.75,40,54.5
27/06/2024,Haryana,39.5,29.25,31.75,78.5,143.5,108.5,107.5,86.5,45.5,60.75,179.75,138.75,120.5,118.5,140,95.75,49.25,225.5,24.75,23.75,38.5,30.5
27/06/2024,Himachal Pradesh,41.08,22,33.17,90.67,170.08,136.17,117.17,90.17,46.83,52.17,216.25,163.83,138.67,130.2,140.5,115.5,48.92,270.75,27.67,33.08,45.67,36
27/06/2024,Jammu and Kashmir,49.2,30.25,36.2,93,158.8,129,124.6,100.4,51.2,51.8,,153.4,133.4,129.6,143.5,120.33,55.8,305.8,27.5,33,41.4,40
27/06/2024,Jharkhand,39.95,31.72,35.26,85.79,160.68,120.84,113.84,82.84,45.71,59.19,180.38,141.5,125.28,125.88,151.63,106.47,51.47,288.53,24.75,29.78,36.17,54.5
27/06/2024,Karnataka,59.87,43.55,48.19,95.26,170.39,142.42,127.65,108,43.03,51.06,180.03,162.39,120.9,135.43,121.19,97.29,52.68,285.26,20.26,39.61,41,63.61
27/06/2024,Kerala,50.31,44.85,45.69,103.83,190.45,150.36,137.09,113.92,44.14,54.21,222.8,163.71,145.77,129,117.85,99.45,62.93,233.69,14.92,49.14,42.57,68.86
27/06/2024,Madhya Pradesh,41.21,29.29,34.46,85.94,165.58,119.56,115.67,91.63,43.46,57.52,189.88,136.35,120.35,112.67,135.26,110.39,48.33,254.78,19.49,31.27,35.94,47.83
27/06/2024,Maharashtra,53.47,39,42.89,92.05,179,136.26,127.26,96.58,43.11,59.95,183.16,159.33,129.63,112.32,122.58,102.81,55.63,302.79,23.63,41.47,40.05,65.32
27/06/2024,Meghalaya,46.2,38.3,36.6,95,164.29,132,121,89.6,49.4,73.6,,135,138,125.7,172,126,73.83,374.2,21.3,35.9,46,57.7
27/06/2024,Mizoram,47.91,42.5,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,126.91,190.25,130.83,122.75,478.56,29.18,43.45,55.27,79.55
27/06/2024,Nagaland,41.53,42.88,48.33,100.91,133.18,134.29,121.79,97.53,50.07,73.69,200,137.47,157.5,148.2,195,142.5,84,325,18.07,33.6,56.67,72.33
27/06/2024,Odisha,38.65,37.1,40.16,84.04,164.69,123.31,112.58,82.35,44.54,52.56,171.17,142.69,114.24,125.8,116.19,94.77,51.04,283.38,25.81,31.64,40.44,62.44
27/06/2024,Puducherry,65,45,40,93,182,140,125,92,43,48,203,146,142,,110,101,48,298,26,50,44,37
27/06/2024,Punjab,39.8,25.2,31.13,91.8,160.2,128.07,117.93,99.2,44.64,61.21,202.15,129.67,122.47,116.8,135.23,102.64,54,280.29,26.5,29.4,43.6,34.4
27/06/2024,Rajasthan,41.27,29.43,32.77,75.62,126.33,110.52,102.86,89.63,42.14,51.92,182.82,147.74,121.92,136.54,157.17,120,43.93,303.19,19.81,25.55,35,35.52
27/06/2024,Sikkim,53.2,35.2,38.4,86,145,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,408.6,18.6,36.6,56,71.8
27/06/2024,Tamil Nadu,61.79,45.09,54.26,94.5,182.79,144.71,124.79,94.26,44.09,46.85,203.94,173.19,126.88,,113.62,93.59,56.09,312.52,24.44,47.71,45.85,59.76
27/06/2024,Telangana,53.8,42.1,45.5,80.44,166,130,119.6,93,41.56,64.89,162.5,163.7,122,149.5,115.7,97.7,56.67,304.33,19.67,35.78,46.89,69.11
27/06/2024,Tripura,38.5,,39,87.33,148.33,128,111.25,103.5,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,57.75
27/06/2024,Uttar Pradesh,38.97,26.45,32.75,84.41,160.08,121.56,115.25,94.01,43.87,63.03,190.31,140.31,127.79,130,152.47,110.22,49.88,239.45,26.72,28.88,38.72,38.11
27/06/2024,Uttarakhand,37.5,26.5,34,90.5,145.75,115.5,114,99.75,42.75,60.5,154.5,139,130.25,131.75,147.75,116.5,56.75,263.75,28,30.5,37.5,30
27/06/2024,West Bengal,45.05,30.13,37.67,85.38,157.71,124.38,130.95,107.33,46.29,54.62,198.2,132.95,114.76,113.57,127.1,99.32,51.81,273,21.9,30.43,39.95,58.48
28/06/2024,Andaman and Nicobar,48.33,,68,95,172.67,155,136.67,100.33,55.33,73.33,232.5,174.67,165,,129.67,114,77.33,307.67,21,61.67,56.67,110
28/06/2024,Andhra Pradesh,60.6,43.8,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167,111.2,147.33,111.4,90.2,58.6,317,21.8,36,40.4,52
28/06/2024,Arunachal pradesh,46,45,44.25,101.75,157.75,131,122.5,105,55,77,143.5,157.67,167.33,139.33,181,,80,327,17.5,38.67,46.67,66.67
28/06/2024,Assam,42.84,33.08,36.64,89.96,162.32,114.14,116.72,93.04,47.6,71.88,215.8,150,135.84,137.36,147.3,113.41,59.72,258.44,13.56,32.32,42.08,56.88
28/06/2024,Bihar,38.44,27.03,33.34,81.72,152.69,121.31,114.28,80.06,44.34,56.03,179.29,135.97,123.5,126.97,158.5,104.82,47.25,282.69,22.91,25,34.81,37.88
28/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,28,40,43
28/06/2024,Chhattisgarh,38.5,37.5,39.5,93.83,160.17,113.33,113.83,94.67,43.5,55.33,191.83,154.83,128.67,137.67,153.5,119.83,45.83,252.17,21.5,34.67,39.67,51.5
28/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
28/06/2024,DNH and DD,49,41.33,47.33,91.33,177.33,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,36,39.33,71
28/06/2024,Goa,52.5,48.5,46.5,95,183.5,152.5,132.5,97.5,44,57.5,220,161,143,154,117.5,98,60.5,329,24.5,42,44,62.5
28/06/2024,Gujarat,42.14,38.57,40,87.57,171.71,126.57,120.43,92.43,43,62,176.29,142.86,125.43,129,125.29,105.57,56.57,251.71,14.71,33.29,40.29,57.43
28/06/2024,Haryana,39.5,29.5,32.5,78.5,143.5,108,107.75,86.5,45.5,60.75,179.75,138.75,120.5,118.5,140,95.75,49.25,225.5,24.75,23.75,38.25,31
28/06/2024,Himachal Pradesh,41.08,22,33,90.58,170,136.17,117,90,46.83,52.17,216.25,164,138.67,130.2,140.5,115.5,49,270.75,27.67,33.08,45.75,35.83
28/06/2024,Jammu and Kashmir,45.2,32.6,38.4,101,152.4,131,126.6,105.4,50.2,48.8,,152.4,137,134.2,143.8,120.33,54.2,305.8,28,33,40.8,38
28/06/2024,Jharkhand,40.05,31.67,35.37,85.89,160.79,120.89,113.84,82.95,45.72,59.18,180.46,140.74,127.21,125.5,153.13,105.67,51.17,284.94,25,29.95,36.63,52.37
28/06/2024,Karnataka,59.97,43.39,47.39,93.65,170.77,141.81,127.16,107.23,42.9,51.33,180.43,161.73,120.97,134.83,120.3,96.97,52.77,287.97,19.97,40,41.14,63.86
28/06/2024,Kerala,49.64,45.36,46.45,105.73,191.6,150.45,138.7,116.73,44.08,53.58,222.75,165.5,146.67,,118.64,99.5,61.55,238.25,15.09,49.67,42.58,64.91
28/06/2024,Madhya Pradesh,41,29.28,34.49,86.02,165.72,119.89,115.51,91.7,43.34,57.57,189.94,136.21,120.3,112.87,135.04,110.22,48.3,253.96,19.55,31.45,36.19,50.06
28/06/2024,Maharashtra,53.53,39.05,42.89,92.37,179.21,136.11,127.21,96.21,43.16,59.95,183,159.44,129.79,112.42,122.68,102.75,55.63,302.79,23.63,41.21,39.84,62.63
28/06/2024,Meghalaya,46.2,38.5,36.8,95,164.29,132,121,89.9,49.4,73.6,,135,138,125.7,172,126,73.83,374.2,21.3,35.9,46.4,59.8
28/06/2024,Mizoram,47.7,42,46.11,105.75,154.5,127.83,128.75,100.3,50.6,78.8,159.5,182.7,178.5,123.7,190.25,129.4,122.75,470.88,29.1,44.1,55.8,78.8
28/06/2024,Nagaland,41.75,42.88,48,102.5,131.5,131.88,121.67,97.69,50.06,73.29,200,138.88,166,149.88,195,142.5,84,322.67,17.88,33.69,59.38,74.06
28/06/2024,Odisha,38.92,38.39,39.61,84,165.08,123.67,111.96,81.96,44.91,52.78,184.4,142.21,113,133.38,115.46,95.5,51.13,292.22,26.04,32.63,39.17,61.79
28/06/2024,Puducherry,65,45,40,93,182,140,125,92,46,48,203,146,142,,110,101,48,298,26,50,47,41
28/06/2024,Punjab,39.8,25.13,31.33,91.93,160.27,127.93,118.13,99.67,44.93,61.21,202.15,129.8,123.13,117.2,135.23,102.27,54.07,281.71,26.27,29.93,43.6,33.93
28/06/2024,Rajasthan,41.89,29.48,32.63,76.31,128.07,112.44,104.3,89.59,42.11,52,181.77,146.46,121.81,134.26,156.16,108.75,44.08,302.04,20,25.78,36.3,37
28/06/2024,Sikkim,53.6,35.2,38.4,86,145,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,408.6,18.6,36.6,56,71.8
28/06/2024,Tamil Nadu,62.1,46.19,55.57,95,182.13,145.47,124.37,94.15,44.13,48.07,207.1,173.79,126.14,,113.53,93.87,56.17,276.47,23.97,48.37,45.93,56.4
28/06/2024,Telangana,53.7,42.1,45.4,80.11,166.2,130,119.6,93.2,41.4,64.44,162,163.8,122,149.5,115.3,96.8,56.67,304.33,19.67,35,45.9,67.3
28/06/2024,Tripura,38.5,,39,89,150.67,128,111.25,103.5,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.75,59
28/06/2024,Uttar Pradesh,39.07,26.47,32.77,84.52,160.32,121.67,115.17,94.09,43.97,63.07,190.01,140.32,127.76,129.69,152.56,110.34,50.12,239.27,26.65,29.11,39.03,38.79
28/06/2024,Uttarakhand,37.75,26.5,34.25,90.5,145.75,115.5,114,99.75,43,60.75,154.75,139.25,130.5,131.75,147.75,116.5,56.75,264,28,30,37.5,29.75
28/06/2024,West Bengal,45,29.78,37.91,84.86,157.59,123.91,130,107.23,46.14,54.77,198.2,133.32,114.09,113.91,127.86,100.3,52.23,275.45,21.86,30.45,39.23,59.45
29/06/2024,Andaman and Nicobar,48.33,,68,95,172.67,155,137,100.33,55,73.33,232.5,174,165,,129.67,115,77.33,307.67,21,61.67,56.67,109
29/06/2024,Andhra Pradesh,60.8,44,47.6,88,176.8,139.4,126.6,102.8,42.6,60.4,166.8,167.8,110.2,147.33,111.2,90.2,59.2,317,22,36,40.4,51.4
29/06/2024,Arunachal pradesh,50,45,46,103.33,166,134,123.33,106.67,55,77,167,141.5,153.5,136.5,166.5,,80,327,17.5,45,50,80
29/06/2024,Assam,40.91,33,36.68,90.18,165.18,117.94,116.95,92.05,47.32,72.62,212.5,149.32,132.17,133.05,143.89,106.47,60,247.55,13.5,32,41.91,61.05
29/06/2024,Bihar,38.17,27.37,33.4,81.71,154.06,121.65,114.88,80.12,44.47,56.32,184,137.06,123.65,126.91,156.19,104.59,47.24,282.88,23.71,24.89,34.94,38.83
29/06/2024,Chhattisgarh,42.5,39.5,39.25,87.5,159.25,115,118.5,88.5,43,64.25,202.5,155.25,122,127,150.25,109,50.25,302.25,26.75,36,43.25,63
29/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
29/06/2024,DNH and DD,49,41.33,47.33,91.33,177.33,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,36,39.33,69.67
29/06/2024,Gujarat,43.38,38.13,40.13,88.63,171.5,127.5,119.13,93.38,43.5,61.63,178.5,143.63,127.75,130,126.75,104.75,56.38,251.88,16.5,34.5,40.13,52.29
29/06/2024,Haryana,40,27.33,31.67,76.33,145.67,109,104.33,82.33,45.67,60.67,187,138.33,116.67,119.67,134,96,47.67,229,24,22.33,32.67,29.67
29/06/2024,Himachal Pradesh,41.08,22,33,90.58,170,136.17,117,90,46.83,52.17,216.25,164,138.58,130.2,140.5,115.5,49,270.75,27.67,33,45.83,36.25
29/06/2024,Jammu and Kashmir,46.5,30.5,36.75,94,159.25,130.5,125.75,100.5,51.5,49.75,,149.25,132,129.75,142.5,120.33,57,303.5,28,34.5,43,38.5
29/06/2024,Jharkhand,40.17,31.82,35.44,86.61,160.28,120.67,113.72,83.11,45.71,59,177.5,141.39,127.72,125.88,151.47,105.94,50.65,277,24.53,30,37.17,52.61
29/06/2024,Karnataka,59.68,43.45,47.55,95.57,170.52,141.45,126.48,106.23,43.03,51.65,180.77,161.9,120.07,135.1,119.93,96.93,52.93,286.93,19.87,39.83,40.63,61.6
29/06/2024,Kerala,49.75,45.17,46,106.92,191.45,151.58,138.36,116.58,44.15,53.77,220.17,164.29,146,129,118.62,99.91,62.31,236.77,15.25,48.85,42.23,65.54
29/06/2024,Madhya Pradesh,41.29,29.02,34.53,86.22,168.04,121.24,116.11,92.16,43.51,57.64,190.64,136.59,121.09,112.93,137.07,110.05,48.69,255.58,19.64,31.87,36.93,51.36
29/06/2024,Maharashtra,53.53,39.16,43.05,92.37,179.32,136.26,127.05,96.26,43.32,60,183.11,159.72,129.95,112.47,122.68,102.75,55.63,302.95,23.68,40.95,39.74,62.11
29/06/2024,Meghalaya,45.75,38,36.38,93.75,160.4,131,121,89.5,49.38,74,,130,138,122.5,185.33,175,73.2,350.63,22.25,34.88,47.38,61.63
29/06/2024,Mizoram,50,37.5,52.5,98,,,120,107.5,50,77.5,,185,220,140,,,137.5,520,27.5,50,65,66.5
29/06/2024,Nagaland,41.53,43.29,48.87,105.91,132.55,135,121.79,98.33,50.33,72.77,,138.13,157.5,148.53,190,120,84.44,330.71,18.07,34,60.67,77
29/06/2024,Odisha,39.12,37.5,39.79,84,165.32,123.32,112.16,82.8,44.79,52.91,174.5,142.6,114.83,127.33,117.36,95.52,51.21,281.35,26.08,31.68,40.56,60.44
29/06/2024,Puducherry,65,45,40,93,182,140,125,92,46,48,203,146,142,,110,101,48,298,26,50,47,41
29/06/2024,Punjab,39.14,25.14,31.14,91.64,163.29,128.57,118,98.79,44.64,61,202.33,129.86,123.29,116.86,132.33,101,54,283.93,26.36,31.07,44.93,33.93
29/06/2024,Rajasthan,40.57,30,32.29,74.14,139.86,112.43,104.57,87.14,41,52.14,171.57,144.43,126.83,134,150,111,44.14,303.71,19,24.86,38.86,41.43
29/06/2024,Sikkim,54.75,35.25,39.25,85,153.75,130.75,123.25,100,48.75,63,,171.25,128,141,177,,60.25,387.5,18.25,37,57.5,71.25
